Order_ID,Date,Customer_ID,Gender,Age,City,Category,Quantity,Unit_Price,Sub_Category,Total_Amount
ORD1289,02-06-2023,CUST847,Female,38,Pune,Camera,3,37237,Mirrorless,111711
ORD1290,15-12-2023,CUST539,Female,52,Chennai,Laptop,2,24624,Ultrabook,49248
ORD1291,04-12-2023,CUST703,Female,29,Ahmedabad,Mobile,4,70602,Smartphone,282408
ORD1292,13-07-2023,CUST120,Male,43,Bengaluru,Mobile,2,2696,Smartphone,5392
ORD1293,06-11-2023,CUST402,Female,36,Ahmedabad,Camera,1,62027,Mirrorless,62027
ORD1294,12-06-2023,CUST968,Female,62,Chennai,Camera,2,11845,Mirrorless,23690
ORD1295,27-07-2023,CUST183,Male,24,Ahmedabad,Tablet,1,34577,Android Tablet,34577
ORD1296,18-06-2023,CUST873,Male,64,Pune,Accessories,2,66900,Cover,133800
ORD1297,10-06-2023,CUST758,Female,24,Chennai,Mobile,2,12555,Smartphone,25110
ORD1298,09-03-2023,CUST552,Female,43,Kolkata,Camera,4,44984,Mirrorless,179936
ORD1299,16-10-2023,CUST486,Female,57,Delhi,Mobile,2,78014,Smartphone,156028
ORD1300,04-10-2023,CUST606,Female,22,Chennai,Camera,4,36271,Mirrorless,145084
ORD1301,31-10-2023,CUST356,Male,38,Ahmedabad,Laptop,4,58154,Gaming Laptop,232616
ORD1302,15-05-2023,CUST669,Male,31,Kolkata,Mobile,3,47040,Feature Phone,141120
ORD1303,14-07-2023,CUST991,Male,21,Delhi,Laptop,3,29877,Ultrabook,89631
ORD1304,08-05-2023,CUST626,Female,40,Hyderabad,Mobile,1,50073,Feature Phone,50073
ORD1305,02-02-2023,CUST261,Female,59,Bengaluru,Accessories,2,43233,Charger,86466
ORD1306,25-06-2023,CUST262,Female,37,Pune,Tablet,1,12260,Android Tablet,12260
ORD1307,22-01-2023,CUST931,Female,32,Ahmedabad,Laptop,2,26262,Ultrabook,52524
ORD1308,26-08-2023,CUST892,Male,62,Ahmedabad,Camera,3,51486,Mirrorless,154458
ORD1309,07-06-2023,CUST891,Male,46,Hyderabad,Accessories,3,34832,Charger,104496
ORD1310,07-02-2023,CUST623,Female,25,Bengaluru,Mobile,2,40600,Smartphone,81200
ORD1311,18-08-2023,CUST885,Male,58,Hyderabad,Laptop,2,5444,Gaming Laptop,10888
ORD1312,31-12-2023,CUST370,Female,36,Mumbai,Mobile,3,49325,Smartphone,147975
ORD1313,20-02-2023,CUST591,Female,56,Hyderabad,Mobile,3,14377,Smartphone,43131
ORD1314,21-09-2023,CUST307,Male,63,Kolkata,Mobile,1,30490,Smartphone,30490
ORD1315,10-10-2023,CUST638,Female,45,Delhi,Tablet,3,55783,Android Tablet,167349
ORD1316,27-01-2023,CUST683,Female,63,Ahmedabad,Tablet,2,3758,iPad,7516
ORD1317,14-08-2023,CUST159,Male,44,Hyderabad,Camera,1,32129,Mirrorless,32129
ORD1318,04-10-2023,CUST529,Female,21,Ahmedabad,Laptop,2,38079,Ultrabook,76158
ORD1319,13-10-2023,CUST756,Female,32,Chennai,Accessories,4,23458,Headphones,93832
ORD1320,07-04-2023,CUST704,Male,52,Bengaluru,Accessories,1,39965,Charger,39965
ORD1321,11-10-2023,CUST408,Female,54,Hyderabad,Accessories,2,16275,Charger,32550
ORD1322,13-11-2023,CUST619,Male,18,Delhi,Mobile,3,77075,Smartphone,231225
ORD1323,31-10-2023,CUST690,Female,20,Kolkata,Tablet,4,34707,iPad,138828
ORD1324,27-05-2023,CUST126,Male,64,Mumbai,Laptop,2,23053,Gaming Laptop,46106
ORD1325,04-01-2023,CUST785,Male,41,Ahmedabad,Mobile,1,54132,Feature Phone,54132
ORD1326,04-02-2023,CUST661,Male,44,Bengaluru,Tablet,2,555,Android Tablet,1110
ORD1327,11-07-2023,CUST298,Female,57,Pune,Tablet,4,33373,Android Tablet,133492
ORD1328,18-02-2023,CUST486,Male,53,Delhi,Laptop,1,66705,Gaming Laptop,66705
ORD1329,17-01-2023,CUST448,Male,51,Pune,Laptop,4,78699,Ultrabook,314796
ORD1330,21-06-2023,CUST792,Male,46,Delhi,Laptop,2,25818,Ultrabook,51636
ORD1331,08-08-2023,CUST635,Male,41,Delhi,Mobile,3,34234,Smartphone,102702
ORD1332,07-06-2023,CUST927,Male,41,Kolkata,Camera,3,19022,DSLR,57066
ORD1333,15-02-2023,CUST477,Female,59,Kolkata,Laptop,2,12156,Ultrabook,24312
ORD1334,06-01-2023,CUST998,Female,21,Kolkata,Camera,2,16393,Mirrorless,32786
ORD1335,09-04-2023,CUST657,Female,20,Hyderabad,Mobile,2,16993,Smartphone,33986
ORD1336,21-08-2023,CUST626,Female,51,Chennai,Camera,1,4132,Mirrorless,4132
ORD1337,06-02-2023,CUST252,Female,40,Delhi,Accessories,4,62279,Charger,249116
ORD1338,07-10-2023,CUST833,Female,40,Bengaluru,Camera,4,38952,DSLR,155808
ORD1339,15-12-2023,CUST305,Female,62,Pune,Laptop,4,13766,Gaming Laptop,55064
ORD1340,29-10-2023,CUST554,Male,22,Kolkata,Mobile,2,62107,Feature Phone,124214
ORD1341,30-06-2023,CUST372,Female,48,Hyderabad,Laptop,4,17440,Gaming Laptop,69760
ORD1342,05-04-2023,CUST993,Male,58,Kolkata,Accessories,2,24503,Charger,49006
ORD1343,09-04-2023,CUST335,Male,23,Pune,Laptop,1,35315,Ultrabook,35315
ORD1344,07-07-2023,CUST951,Female,54,Pune,Laptop,3,31369,Gaming Laptop,94107
ORD1345,26-04-2023,CUST839,Male,27,Ahmedabad,Laptop,2,49797,Gaming Laptop,99594
ORD1346,10-07-2023,CUST620,Male,57,Delhi,Tablet,2,60607,Android Tablet,121214
ORD1347,10-09-2023,CUST777,Male,24,Kolkata,Accessories,3,17182,Cover,51546
ORD1348,10-06-2023,CUST930,Male,56,Pune,Laptop,3,20122,Gaming Laptop,60366
ORD1349,13-09-2023,CUST825,Female,55,Chennai,Laptop,1,30908,Gaming Laptop,30908
ORD1350,19-11-2023,CUST600,Female,38,Chennai,Laptop,4,9337,Ultrabook,37348
ORD1351,08-05-2023,CUST216,Female,37,Kolkata,Mobile,2,64710,Feature Phone,129420
ORD1352,18-01-2023,CUST485,Female,20,Hyderabad,Tablet,4,15907,iPad,63628
ORD1353,08-10-2023,CUST443,Female,39,Pune,Mobile,2,29809,Smartphone,59618
ORD1354,11-08-2023,CUST683,Female,64,Ahmedabad,Tablet,1,72418,Android Tablet,72418
ORD1355,23-02-2023,CUST494,Female,21,Delhi,Laptop,3,19395,Ultrabook,58185
ORD1356,27-02-2023,CUST163,Female,45,Delhi,Accessories,1,870,Headphones,870
ORD1357,19-11-2023,CUST816,Female,29,Hyderabad,Camera,3,986,DSLR,2958
ORD1358,26-12-2023,CUST820,Female,55,Ahmedabad,Camera,4,24262,DSLR,97048
ORD1359,23-06-2023,CUST171,Male,53,Delhi,Laptop,4,27113,Gaming Laptop,108452
ORD1360,07-10-2023,CUST888,Female,64,Ahmedabad,Mobile,1,3696,Feature Phone,3696
ORD1361,24-04-2023,CUST373,Male,58,Mumbai,Accessories,3,76849,Cover,230547
ORD1362,15-10-2023,CUST419,Male,22,Kolkata,Tablet,1,65339,iPad,65339
ORD1363,08-12-2023,CUST437,Male,30,Delhi,Laptop,3,42416,Ultrabook,127248
ORD1364,31-05-2023,CUST465,Male,40,Chennai,Accessories,3,9072,Headphones,27216
ORD1365,07-05-2023,CUST594,Female,47,Pune,Accessories,4,28725,Headphones,114900
ORD1366,04-06-2023,CUST706,Male,54,Ahmedabad,Tablet,4,46353,iPad,185412
ORD1367,30-09-2023,CUST265,Female,42,Ahmedabad,Accessories,3,49890,Charger,149670
ORD1368,14-04-2023,CUST643,Female,44,Bengaluru,Mobile,3,32775,Feature Phone,98325
ORD1369,26-10-2023,CUST110,Male,31,Hyderabad,Mobile,3,72879,Feature Phone,218637
ORD1370,03-09-2023,CUST400,Female,64,Bengaluru,Mobile,4,1605,Feature Phone,6420
ORD1371,25-06-2023,CUST828,Male,53,Delhi,Accessories,4,60396,Cover,241584
ORD1372,08-02-2023,CUST900,Male,56,Bengaluru,Mobile,2,43709,Smartphone,87418
ORD1373,19-06-2023,CUST201,Female,33,Bengaluru,Tablet,3,42987,Android Tablet,128961
ORD1374,04-09-2023,CUST524,Female,39,Mumbai,Accessories,2,18551,Charger,37102
ORD1375,26-01-2023,CUST491,Male,38,Ahmedabad,Camera,3,77900,Mirrorless,233700
ORD1376,21-12-2023,CUST878,Female,38,Chennai,Accessories,4,67461,Cover,269844
ORD1377,02-11-2023,CUST313,Female,25,Hyderabad,Tablet,2,60656,Android Tablet,121312
ORD1378,13-01-2023,CUST790,Female,33,Chennai,Camera,2,57675,DSLR,115350
ORD1379,12-11-2023,CUST187,Male,48,Mumbai,Accessories,1,7349,Cover,7349
ORD1380,09-11-2023,CUST652,Male,59,Mumbai,Mobile,3,19476,Smartphone,58428
ORD1381,05-02-2023,CUST500,Female,27,Bengaluru,Laptop,4,57366,Ultrabook,229464
ORD1382,22-06-2023,CUST687,Female,49,Kolkata,Laptop,1,47578,Gaming Laptop,47578
ORD1383,20-01-2023,CUST988,Female,51,Ahmedabad,Mobile,1,31613,Feature Phone,31613
ORD1384,17-11-2023,CUST145,Female,26,Pune,Laptop,3,15901,Gaming Laptop,47703
ORD1385,21-09-2023,CUST771,Female,34,Ahmedabad,Laptop,1,13384,Ultrabook,13384
ORD1386,22-05-2023,CUST562,Male,28,Pune,Mobile,3,38063,Feature Phone,114189
ORD1387,23-05-2023,CUST691,Female,49,Bengaluru,Mobile,1,34914,Feature Phone,34914
ORD1388,02-04-2023,CUST409,Male,27,Pune,Accessories,3,16642,Charger,49926
ORD1389,20-12-2023,CUST185,Female,39,Mumbai,Accessories,4,71992,Headphones,287968
ORD1390,18-11-2023,CUST191,Male,34,Chennai,Mobile,3,79964,Feature Phone,239892
ORD1391,15-10-2023,CUST759,Female,21,Pune,Tablet,3,75757,iPad,227271
ORD1392,03-08-2023,CUST772,Male,64,Ahmedabad,Laptop,2,77193,Ultrabook,154386
ORD1393,08-12-2023,CUST813,Female,42,Hyderabad,Accessories,4,35635,Charger,142540
ORD1394,20-02-2023,CUST341,Male,38,Bengaluru,Laptop,4,72732,Gaming Laptop,290928
ORD1395,02-06-2023,CUST964,Male,54,Kolkata,Camera,4,28362,Mirrorless,113448
ORD1396,05-07-2023,CUST101,Male,55,Bengaluru,Mobile,1,5690,Smartphone,5690
ORD1397,04-03-2023,CUST324,Male,18,Delhi,Tablet,2,70699,iPad,141398
ORD1398,09-07-2023,CUST900,Male,42,Bengaluru,Camera,4,4831,Mirrorless,19324
ORD1399,05-05-2023,CUST844,Male,53,Mumbai,Camera,1,52686,DSLR,52686
ORD1400,30-05-2023,CUST688,Female,34,Chennai,Camera,1,45148,DSLR,45148
ORD1401,10-11-2023,CUST215,Male,58,Chennai,Mobile,1,29049,Smartphone,29049
ORD1402,27-02-2023,CUST765,Female,41,Hyderabad,Accessories,2,26261,Charger,52522
ORD1403,08-12-2023,CUST202,Female,19,Pune,Mobile,1,3762,Smartphone,3762
ORD1404,01-11-2023,CUST293,Female,57,Mumbai,Accessories,2,51759,Cover,103518
ORD1405,29-06-2023,CUST265,Female,32,Delhi,Camera,3,73072,DSLR,219216
ORD1406,19-06-2023,CUST970,Female,49,Mumbai,Camera,1,53972,Mirrorless,53972
ORD1407,22-11-2023,CUST189,Male,56,Bengaluru,Tablet,4,5177,Android Tablet,20708
ORD1408,28-09-2023,CUST785,Male,23,Mumbai,Accessories,1,74008,Headphones,74008
ORD1409,23-02-2023,CUST221,Male,18,Mumbai,Camera,3,51117,Mirrorless,153351
ORD1410,11-04-2023,CUST242,Female,64,Hyderabad,Laptop,3,19095,Ultrabook,57285
ORD1411,21-09-2023,CUST205,Male,40,Delhi,Tablet,1,60648,iPad,60648
ORD1412,22-02-2023,CUST986,Male,56,Bengaluru,Mobile,3,47426,Smartphone,142278
ORD1413,01-03-2023,CUST527,Male,34,Kolkata,Tablet,2,75771,Android Tablet,151542
ORD1414,18-04-2023,CUST404,Male,51,Hyderabad,Laptop,2,34957,Gaming Laptop,69914
ORD1415,05-01-2023,CUST971,Male,58,Kolkata,Accessories,1,43031,Cover,43031
ORD1416,13-04-2023,CUST416,Female,46,Hyderabad,Mobile,2,73763,Smartphone,147526
ORD1417,15-07-2023,CUST734,Male,26,Chennai,Mobile,2,73800,Feature Phone,147600
ORD1418,19-09-2023,CUST108,Female,30,Ahmedabad,Accessories,4,63671,Headphones,254684
ORD1419,31-12-2023,CUST873,Female,23,Hyderabad,Tablet,1,46271,iPad,46271
ORD1420,16-12-2023,CUST172,Female,23,Pune,Camera,3,66854,DSLR,200562
ORD1421,16-02-2023,CUST458,Female,37,Mumbai,Tablet,1,37789,iPad,37789
ORD1422,21-12-2023,CUST322,Female,20,Chennai,Laptop,2,34392,Gaming Laptop,68784
ORD1423,07-11-2023,CUST515,Male,34,Delhi,Camera,4,71696,DSLR,286784
ORD1424,04-11-2023,CUST652,Male,29,Kolkata,Tablet,1,38909,iPad,38909
ORD1425,24-05-2023,CUST469,Male,64,Ahmedabad,Accessories,1,34970,Headphones,34970
ORD1426,26-09-2023,CUST815,Female,62,Ahmedabad,Laptop,2,18885,Ultrabook,37770
ORD1427,04-05-2023,CUST363,Male,18,Hyderabad,Laptop,2,23796,Gaming Laptop,47592
ORD1428,16-04-2023,CUST939,Male,34,Mumbai,Laptop,1,62216,Gaming Laptop,62216
ORD1429,07-06-2023,CUST789,Female,20,Delhi,Camera,2,26882,Mirrorless,53764
ORD1430,27-05-2023,CUST959,Female,43,Pune,Mobile,2,77175,Smartphone,154350
ORD1431,25-05-2023,CUST417,Female,32,Delhi,Camera,2,22919,Mirrorless,45838
ORD1432,30-04-2023,CUST183,Female,53,Mumbai,Tablet,2,39791,Android Tablet,79582
ORD1433,15-11-2023,CUST417,Male,49,Pune,Mobile,2,12897,Smartphone,25794
ORD1434,02-10-2023,CUST210,Female,49,Delhi,Tablet,4,58388,Android Tablet,233552
ORD1435,02-04-2023,CUST350,Female,21,Pune,Mobile,2,35669,Smartphone,71338
ORD1436,27-02-2023,CUST482,Male,35,Hyderabad,Camera,3,62682,DSLR,188046
ORD1437,12-12-2023,CUST106,Male,36,Hyderabad,Laptop,1,42749,Gaming Laptop,42749
ORD1438,17-08-2023,CUST558,Female,60,Mumbai,Accessories,4,28841,Cover,115364
ORD1439,27-04-2023,CUST183,Male,52,Mumbai,Laptop,4,76103,Ultrabook,304412
ORD1440,14-11-2023,CUST307,Female,57,Pune,Camera,2,46644,DSLR,93288
ORD1441,06-10-2023,CUST489,Female,31,Bengaluru,Mobile,1,62272,Smartphone,62272
ORD1442,07-05-2023,CUST413,Male,50,Chennai,Laptop,3,79860,Gaming Laptop,239580
ORD1443,09-05-2023,CUST121,Male,31,Ahmedabad,Camera,2,13944,Mirrorless,27888
ORD1444,27-02-2023,CUST509,Female,51,Delhi,Tablet,1,46147,iPad,46147
ORD1445,02-05-2023,CUST994,Female,21,Delhi,Accessories,2,11474,Headphones,22948
ORD1446,01-01-2023,CUST614,Female,41,Bengaluru,Laptop,2,38883,Gaming Laptop,77766
ORD1447,27-08-2023,CUST226,Male,46,Bengaluru,Mobile,2,3456,Smartphone,6912
ORD1448,17-10-2023,CUST908,Female,36,Bengaluru,Tablet,2,8577,iPad,17154
ORD1449,06-04-2023,CUST799,Female,23,Kolkata,Camera,2,36990,DSLR,73980
ORD1450,06-05-2023,CUST973,Female,50,Kolkata,Accessories,2,56112,Cover,112224
ORD1451,28-04-2023,CUST113,Female,57,Pune,Mobile,2,36659,Feature Phone,73318
ORD1452,17-02-2023,CUST111,Female,36,Kolkata,Camera,3,40210,Mirrorless,120630
ORD1453,30-03-2023,CUST186,Male,18,Hyderabad,Camera,4,14306,DSLR,57224
ORD1454,25-08-2023,CUST623,Female,22,Hyderabad,Laptop,3,78845,Gaming Laptop,236535
ORD1455,29-09-2023,CUST636,Female,44,Mumbai,Laptop,2,6958,Gaming Laptop,13916
ORD1456,08-07-2023,CUST400,Female,33,Ahmedabad,Mobile,2,36024,Smartphone,72048
ORD1457,11-07-2023,CUST342,Female,23,Pune,Camera,3,7353,DSLR,22059
ORD1458,10-03-2023,CUST221,Male,57,Ahmedabad,Laptop,3,40977,Gaming Laptop,122931
ORD1459,05-10-2023,CUST246,Male,30,Delhi,Accessories,4,32722,Headphones,130888
ORD1460,15-12-2023,CUST666,Male,52,Chennai,Accessories,3,18820,Headphones,56460
ORD1461,04-09-2023,CUST849,Female,36,Mumbai,Camera,4,52743,DSLR,210972
ORD1462,17-03-2023,CUST455,Female,29,Delhi,Laptop,2,46115,Ultrabook,92230
ORD1463,03-06-2023,CUST784,Male,33,Delhi,Mobile,1,17852,Smartphone,17852
ORD1464,24-05-2023,CUST832,Male,60,Pune,Mobile,1,73333,Smartphone,73333
ORD1465,27-03-2023,CUST730,Male,27,Bengaluru,Mobile,1,3703,Smartphone,3703
ORD1466,04-07-2023,CUST408,Female,42,Bengaluru,Accessories,1,39767,Headphones,39767
ORD1467,12-10-2023,CUST794,Female,37,Ahmedabad,Laptop,2,38441,Ultrabook,76882
ORD1468,08-08-2023,CUST387,Male,48,Mumbai,Laptop,1,25868,Ultrabook,25868
ORD1469,10-03-2023,CUST406,Male,21,Bengaluru,Accessories,3,77686,Headphones,233058
ORD1470,16-02-2023,CUST911,Male,61,Delhi,Mobile,3,31484,Smartphone,94452
ORD1471,04-04-2023,CUST693,Female,40,Bengaluru,Mobile,1,42441,Feature Phone,42441
ORD1472,26-08-2023,CUST822,Female,19,Kolkata,Camera,3,73418,DSLR,220254
ORD1473,23-07-2023,CUST761,Female,39,Bengaluru,Tablet,4,53183,iPad,212732
ORD1474,06-08-2023,CUST648,Male,54,Delhi,Laptop,2,1301,Ultrabook,2602
ORD1475,07-12-2023,CUST451,Male,25,Ahmedabad,Laptop,1,48465,Ultrabook,48465
ORD1476,08-02-2023,CUST411,Female,24,Pune,Laptop,1,10469,Gaming Laptop,10469
ORD1477,10-04-2023,CUST972,Male,31,Mumbai,Tablet,2,36469,Android Tablet,72938
ORD1478,16-10-2023,CUST158,Female,20,Chennai,Camera,3,32949,DSLR,98847
ORD1479,11-09-2023,CUST742,Male,33,Bengaluru,Tablet,2,26205,iPad,52410
ORD1480,10-08-2023,CUST813,Male,36,Hyderabad,Mobile,2,60803,Smartphone,121606
ORD1481,23-12-2023,CUST854,Male,35,Hyderabad,Mobile,3,28863,Smartphone,86589
ORD1482,23-01-2023,CUST134,Male,33,Ahmedabad,Laptop,2,31220,Ultrabook,62440
ORD1483,07-09-2023,CUST544,Female,25,Delhi,Accessories,3,10472,Cover,31416
ORD1484,10-01-2023,CUST192,Male,50,Chennai,Laptop,3,33851,Gaming Laptop,101553
ORD1485,03-09-2023,CUST306,Female,29,Chennai,Accessories,2,36645,Cover,73290
ORD1486,21-11-2023,CUST452,Female,28,Kolkata,Tablet,4,56735,iPad,226940
ORD1487,10-04-2023,CUST431,Female,22,Chennai,Mobile,3,15355,Smartphone,46065
ORD1488,17-10-2023,CUST916,Male,44,Hyderabad,Accessories,2,36669,Charger,73338
ORD1489,29-06-2023,CUST961,Female,29,Pune,Tablet,3,46904,iPad,140712
ORD1490,11-08-2023,CUST824,Female,34,Delhi,Mobile,4,20069,Smartphone,80276
ORD1491,07-09-2023,CUST258,Female,23,Delhi,Accessories,4,54937,Cover,219748
ORD1492,27-05-2023,CUST123,Male,50,Bengaluru,Laptop,1,49006,Gaming Laptop,49006
ORD1493,06-04-2023,CUST503,Male,22,Bengaluru,Laptop,3,26238,Ultrabook,78714
ORD1494,14-09-2023,CUST904,Female,45,Bengaluru,Laptop,3,7272,Ultrabook,21816
ORD1495,21-11-2023,CUST615,Male,31,Hyderabad,Tablet,2,20231,Android Tablet,40462
ORD1496,04-01-2023,CUST831,Female,22,Hyderabad,Laptop,3,10631,Ultrabook,31893
ORD1497,16-01-2023,CUST463,Female,50,Ahmedabad,Camera,1,66824,DSLR,66824
ORD1498,07-10-2023,CUST481,Male,58,Hyderabad,Mobile,4,54597,Smartphone,218388
ORD1499,02-12-2023,CUST631,Female,36,Hyderabad,Tablet,4,3389,Android Tablet,13556
ORD1500,04-09-2023,CUST251,Male,39,Hyderabad,Laptop,1,10069,Gaming Laptop,10069
ORD1501,15-09-2023,CUST661,Male,22,Hyderabad,Mobile,3,76177,Smartphone,228531
ORD1502,09-06-2023,CUST788,Female,19,Pune,Accessories,3,77970,Headphones,233910
ORD1503,06-12-2023,CUST707,Male,47,Hyderabad,Laptop,1,8112,Gaming Laptop,8112
ORD1504,01-06-2023,CUST716,Male,64,Ahmedabad,Mobile,2,52144,Feature Phone,104288
ORD1505,27-06-2023,CUST519,Female,56,Chennai,Camera,4,32569,DSLR,130276
ORD1506,12-06-2023,CUST349,Female,21,Chennai,Accessories,1,27831,Cover,27831
ORD1507,02-02-2023,CUST216,Male,50,Kolkata,Camera,1,56397,Mirrorless,56397
ORD1508,28-06-2023,CUST965,Male,30,Pune,Mobile,3,14434,Feature Phone,43302
ORD1509,11-04-2023,CUST611,Female,37,Bengaluru,Camera,4,10595,Mirrorless,42380
ORD1510,25-09-2023,CUST839,Male,24,Mumbai,Mobile,3,19206,Smartphone,57618
ORD1511,19-11-2023,CUST677,Male,32,Hyderabad,Mobile,1,44016,Smartphone,44016
ORD1512,06-03-2023,CUST434,Male,40,Kolkata,Camera,2,35129,DSLR,70258
ORD1513,17-06-2023,CUST517,Male,31,Mumbai,Mobile,4,47410,Smartphone,189640
ORD1514,26-11-2023,CUST873,Male,40,Ahmedabad,Laptop,1,20931,Gaming Laptop,20931
ORD1515,12-02-2023,CUST394,Male,36,Chennai,Mobile,1,57233,Feature Phone,57233
ORD1516,13-02-2023,CUST854,Male,46,Kolkata,Tablet,2,40588,iPad,81176
ORD1517,12-10-2023,CUST470,Female,37,Ahmedabad,Mobile,1,44635,Smartphone,44635
ORD1518,12-01-2023,CUST285,Female,46,Kolkata,Tablet,1,38515,iPad,38515
ORD1519,05-04-2023,CUST345,Female,41,Delhi,Mobile,4,31885,Feature Phone,127540
ORD1520,29-10-2023,CUST736,Female,35,Ahmedabad,Mobile,4,70699,Feature Phone,282796
ORD1521,10-09-2023,CUST367,Female,27,Chennai,Camera,4,39177,Mirrorless,156708
ORD1522,30-08-2023,CUST742,Male,58,Chennai,Laptop,3,13318,Gaming Laptop,39954
ORD1523,04-02-2023,CUST336,Male,25,Pune,Laptop,2,63501,Gaming Laptop,127002
ORD1524,03-08-2023,CUST629,Male,43,Kolkata,Accessories,4,24477,Headphones,97908
ORD1525,03-12-2023,CUST651,Male,46,Hyderabad,Camera,3,50332,Mirrorless,150996
ORD1526,31-03-2023,CUST120,Female,27,Chennai,Camera,3,41431,Mirrorless,124293
ORD1527,21-09-2023,CUST836,Male,34,Kolkata,Laptop,2,79394,Gaming Laptop,158788
ORD1528,03-04-2023,CUST966,Male,19,Pune,Camera,2,72704,DSLR,145408
ORD1529,31-03-2023,CUST893,Female,23,Hyderabad,Laptop,1,46284,Ultrabook,46284
ORD1530,25-04-2023,CUST619,Male,22,Ahmedabad,Camera,3,10421,DSLR,31263
ORD1531,15-04-2023,CUST199,Male,45,Pune,Mobile,4,35459,Smartphone,141836
ORD1532,15-07-2023,CUST851,Female,58,Delhi,Laptop,2,32828,Ultrabook,65656
ORD1533,10-11-2023,CUST577,Male,22,Hyderabad,Laptop,3,9359,Ultrabook,28077
ORD1534,24-04-2023,CUST698,Male,35,Kolkata,Tablet,4,74908,Android Tablet,299632
ORD1535,16-03-2023,CUST397,Male,43,Chennai,Camera,3,27208,Mirrorless,81624
ORD1536,05-08-2023,CUST625,Male,37,Chennai,Camera,2,19347,DSLR,38694
ORD1537,04-10-2023,CUST433,Male,58,Kolkata,Laptop,1,56489,Ultrabook,56489
ORD1538,06-09-2023,CUST101,Female,44,Kolkata,Mobile,3,5422,Feature Phone,16266
ORD1539,13-06-2023,CUST474,Female,29,Kolkata,Mobile,4,70428,Smartphone,281712
ORD1540,23-12-2023,CUST392,Female,24,Bengaluru,Mobile,2,52835,Feature Phone,105670
ORD1541,11-07-2023,CUST936,Female,20,Hyderabad,Camera,1,14041,DSLR,14041
ORD1542,15-08-2023,CUST652,Female,27,Chennai,Tablet,4,20051,iPad,80204
ORD1543,26-06-2023,CUST417,Female,51,Hyderabad,Laptop,4,19881,Gaming Laptop,79524
ORD1544,09-04-2023,CUST601,Male,42,Pune,Accessories,4,56173,Charger,224692
ORD1545,05-02-2023,CUST927,Female,52,Chennai,Tablet,3,23448,iPad,70344
ORD1546,06-04-2023,CUST480,Female,33,Bengaluru,Accessories,2,59572,Cover,119144
ORD1547,01-06-2023,CUST722,Male,19,Kolkata,Tablet,4,68060,iPad,272240
ORD1548,31-05-2023,CUST113,Male,41,Delhi,Mobile,3,2986,Smartphone,8958
ORD1549,09-07-2023,CUST603,Female,27,Kolkata,Camera,2,67191,Mirrorless,134382
ORD1550,12-08-2023,CUST330,Male,55,Ahmedabad,Accessories,2,10582,Cover,21164
ORD1551,06-02-2023,CUST183,Female,39,Kolkata,Tablet,3,7586,iPad,22758
ORD1552,25-09-2023,CUST229,Male,43,Bengaluru,Camera,3,68353,Mirrorless,205059
ORD1553,02-07-2023,CUST842,Female,60,Hyderabad,Accessories,4,70527,Headphones,282108
ORD1554,13-01-2023,CUST937,Male,56,Chennai,Laptop,2,16416,Ultrabook,32832
ORD1555,06-10-2023,CUST244,Male,44,Kolkata,Tablet,1,15748,Android Tablet,15748
ORD1556,05-08-2023,CUST990,Female,46,Chennai,Laptop,3,68547,Gaming Laptop,205641
ORD1557,21-12-2023,CUST956,Female,64,Mumbai,Mobile,2,24726,Smartphone,49452
ORD1558,27-12-2023,CUST127,Female,55,Pune,Laptop,2,25525,Ultrabook,51050
ORD1559,13-10-2023,CUST165,Female,37,Hyderabad,Laptop,4,48880,Ultrabook,195520
ORD1560,30-09-2023,CUST262,Female,44,Chennai,Tablet,1,8348,Android Tablet,8348
ORD1561,03-03-2023,CUST328,Male,58,Delhi,Mobile,4,14774,Feature Phone,59096
ORD1562,25-03-2023,CUST360,Female,37,Pune,Laptop,1,55045,Gaming Laptop,55045
ORD1563,05-08-2023,CUST548,Female,61,Ahmedabad,Camera,1,35733,Mirrorless,35733
ORD1564,08-12-2023,CUST523,Male,36,Ahmedabad,Accessories,3,16804,Headphones,50412
ORD1565,06-07-2023,CUST559,Male,37,Delhi,Laptop,2,11794,Gaming Laptop,23588
ORD1566,19-01-2023,CUST775,Female,52,Kolkata,Mobile,2,26925,Feature Phone,53850
ORD1567,26-06-2023,CUST400,Male,64,Pune,Laptop,2,69211,Gaming Laptop,138422
ORD1568,10-04-2023,CUST402,Male,19,Chennai,Accessories,1,9925,Headphones,9925
ORD1569,21-08-2023,CUST386,Female,47,Pune,Mobile,2,45490,Feature Phone,90980
ORD1570,17-03-2023,CUST494,Male,51,Kolkata,Tablet,3,74246,Android Tablet,222738
ORD1571,22-09-2023,CUST109,Male,39,Bengaluru,Mobile,1,68795,Smartphone,68795
ORD1572,11-10-2023,CUST806,Female,20,Hyderabad,Tablet,1,16591,iPad,16591
ORD1573,25-07-2023,CUST729,Female,23,Delhi,Mobile,1,502,Smartphone,502
ORD1574,11-08-2023,CUST369,Male,32,Kolkata,Accessories,1,50911,Cover,50911
ORD1575,21-02-2023,CUST691,Male,44,Bengaluru,Accessories,3,41458,Headphones,124374
ORD1576,05-12-2023,CUST704,Female,27,Pune,Mobile,2,21207,Smartphone,42414
ORD1577,24-05-2023,CUST877,Male,26,Pune,Laptop,3,15748,Gaming Laptop,47244
ORD1578,10-03-2023,CUST943,Male,50,Kolkata,Accessories,2,71809,Headphones,143618
